ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,EMPLOYED_SPECIAL_VALUE,EMPLOYED_YEARS,TARGET_BAD,LOG_INCOME
5041770,F,1,0,0,315000.0,State servant,Higher education,Married,House / apartment,1,0,0,Managers,2.0,49.2,0,27.3,0,12.660331092405906
5041773,F,1,0,3,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5.0,37.1,0,12.3,0,11.813037464800539
5041775,F,1,0,3,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5.0,37.1,0,12.3,0,11.813037464800539
5041776,F,1,0,3,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5.0,37.1,0,12.3,0,11.813037464800539
5041777,F,1,0,3,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5.0,37.1,0,12.3,0,11.813037464800539
5041778,F,1,0,3,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5.0,37.1,0,12.3,0,11.813037464800539
5041779,F,1,0,3,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5.0,37.1,0,12.3,0,11.813037464800539
5041780,M,0,0,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,4.0,41.0,0,1.1,0,12.100717685412471
5041781,M,0,0,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,4.0,41.0,0,1.1,0,12.100717685412471
5041786,F,0,0,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,34.7,0,1.0,0,11.119897691565697
5041787,M,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,57.6,0,3.4,0,11.502885230075814
5041788,M,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,57.6,0,3.4,0,11.502885230075814
5041789,M,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,57.6,0,3.4,0,11.502885230075814
5041790,M,0,0,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,2.0,27.1,0,0.8,0,12.323860125621126
5041791,M,0,0,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,2.0,27.1,0,0.8,0,12.323860125621126
5041792,M,0,0,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,2.0,27.1,0,0.8,0,12.323860125621126
5041793,M,0,0,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,2.0,27.1,0,0.8,0,12.323860125621126
5041794,M,0,0,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,2.0,27.1,0,0.8,0,12.323860125621126
5097093,M,0,0,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,2.0,27.1,0,0.8,0,12.323860125621126
5041797,F,0,0,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2.0,43.7,0,0.8,0,12.261985005589679
5041798,F,0,0,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2.0,43.7,0,0.8,0,12.261985005589679
5041799,F,0,0,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2.0,43.7,0,0.8,0,12.261985005589679
5041802,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041803,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041806,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041807,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041808,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041809,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041810,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041811,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5097096,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5097097,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,44.9,0,10.7,0,11.407576060361786
5041812,F,0,0,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,Private service staff,2.0,40.1,0,7.8,0,11.630717389475995
5041813,F,0,0,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,Private service staff,2.0,40.1,0,7.8,0,11.630717389475995
5041814,F,0,0,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,Private service staff,2.0,40.1,0,7.8,0,11.630717389475995
5041815,F,0,0,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,Private service staff,2.0,40.1,0,7.8,0,11.630717389475995
5097098,F,0,0,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,Private service staff,2.0,40.1,0,7.8,0,11.630717389475995
5041816,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041817,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041818,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041819,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041820,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041824,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041825,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041826,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041827,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041828,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041830,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041831,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041832,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041833,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,47.6,0,2.7,0,11.630717389475995
5041835,F,1,0,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,62.1,1,-1.0,0,11.184435286790631
5041836,F,1,0,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,62.1,1,-1.0,0,11.184435286790631
5041837,F,1,0,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,62.1,1,-1.0,0,11.184435286790631
5041838,F,1,0,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,62.1,1,-1.0,0,11.184435286790631
5041839,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041840,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041841,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041842,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041843,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041844,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041845,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041846,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041847,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041848,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041849,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041851,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5097100,F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,Unknown,2.0,47.9,0,6.4,0,11.302216779257382
5041852,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041853,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041854,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041855,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041856,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041857,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041858,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041859,M,1,0,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2.0,60.2,1,-1.0,0,11.630717389475995
5041863,F,0,0,0,202500.0,Commercial associate,Higher education,Widow,House / apartment,1,1,0,Unknown,1.0,54.6,0,18.1,0,12.218500103788143
5041864,F,0,0,0,202500.0,Commercial associate,Higher education,Widow,House / apartment,1,1,0,Unknown,1.0,54.6,0,18.1,0,12.218500103788143
5041865,F,0,0,0,202500.0,Commercial associate,Higher education,Widow,House / apartment,1,1,0,Unknown,1.0,54.6,0,18.1,0,12.218500103788143
5041866,M,0,0,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,3.0,43.2,0,6.4,0,11.630717389475995
5041868,M,0,0,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,3.0,43.2,0,6.4,0,11.630717389475995
5041869,M,1,0,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,53.2,0,1.4,0,11.502885230075814
5041873,F,0,0,0,67500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,0,0,Unknown,1.0,60.5,1,-1.0,0,11.119897691565697
5041874,F,0,0,0,67500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,0,0,Unknown,1.0,60.5,1,-1.0,0,11.119897691565697
5041875,F,0,0,0,67500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,0,0,Unknown,1.0,60.5,1,-1.0,0,11.119897691565697
5041880,M,0,0,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0,0,0,Unknown,2.0,40.5,0,6.9,0,11.630717389475995
5041881,M,0,0,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0,0,0,Unknown,2.0,40.5,0,6.9,0,11.630717389475995
5041882,M,0,0,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0,0,0,Unknown,2.0,40.5,0,6.9,0,11.630717389475995
5041883,F,1,0,3,112500.0,Working,Higher education,Married,House / apartment,0,0,0,Unknown,5.0,30.5,0,1.1,0,11.630717389475995
5041884,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,32.5,0,8.2,0,12.100717685412471
5041885,F,0,0,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Core staff,2.0,27.5,0,7.0,0,11.630717389475995
5041886,F,0,0,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Core staff,2.0,27.5,0,7.0,0,11.630717389475995
5041894,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041895,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041896,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041898,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041899,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041900,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041901,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041902,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041903,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041904,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041905,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041906,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041907,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,43.4,0,4.2,0,11.813037464800539
5041908,F,0,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,52.1,0,1.2,0,12.218500103788143
5041909,F,0,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,52.1,0,1.2,0,12.218500103788143
5041910,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041911,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041912,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041913,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041914,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041915,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041916,F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,50.9,0,9.3,0,11.119897691565697
5041917,M,0,0,0,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,27.3,0,1.1,0,11.502885230075814
5041918,M,0,0,0,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,27.3,0,1.1,0,11.502885230075814
5041919,M,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2.0,62.4,1,-1.0,0,11.813037464800539
5041921,M,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2.0,62.4,1,-1.0,0,11.813037464800539
5041922,M,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2.0,62.4,1,-1.0,0,11.813037464800539
5041923,M,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2.0,62.4,1,-1.0,0,11.813037464800539
5041924,M,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2.0,62.4,1,-1.0,0,11.813037464800539
5041925,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,Core staff,2.0,33.9,0,0.8,0,11.967187086434018
5041926,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,Core staff,2.0,33.9,0,0.8,0,11.967187086434018
5041927,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,Core staff,2.0,33.9,0,0.8,0,11.967187086434018
5041928,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,Core staff,2.0,33.9,0,0.8,0,11.967187086434018
5041929,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,Core staff,2.0,33.9,0,0.8,0,11.967187086434018
5041930,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041931,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041932,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041933,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041934,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041935,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041936,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041938,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041940,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041941,M,0,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,28.3,0,1.9,0,11.707677772181546
5041946,F,0,0,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,Unknown,2.0,29.4,0,5.3,0,12.91164481522143
5041947,F,0,0,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,Unknown,2.0,29.4,0,5.3,0,12.91164481522143
5041948,F,0,0,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,Unknown,2.0,29.4,0,5.3,0,12.91164481522143
5097109,F,0,0,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,Unknown,2.0,29.4,0,5.3,0,12.91164481522143
5097110,F,0,0,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,Unknown,2.0,29.4,0,5.3,0,12.91164481522143
5041949,M,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,3.0,31.9,0,4.4,0,11.967187086434018
5041950,M,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,3.0,31.9,0,4.4,0,11.967187086434018
5041952,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041953,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041954,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041955,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041956,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041957,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041958,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5097111,F,0,0,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,55.5,1,-1.0,0,11.967187086434018
5041959,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,2.0,37.0,0,4.8,0,11.630717389475995
5041960,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,2.0,37.0,0,4.8,0,11.630717389475995
5041961,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,2.0,37.0,0,4.8,0,11.630717389475995
5097112,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,2.0,37.0,0,4.8,0,11.630717389475995
5041962,F,0,0,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,1,0,Low-skill Laborers,2.0,30.2,0,3.9,0,11.967187086434018
5041963,F,0,0,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,1,0,Low-skill Laborers,2.0,30.2,0,3.9,0,11.967187086434018
5041964,F,0,0,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,1,0,Low-skill Laborers,2.0,30.2,0,3.9,0,11.967187086434018
5041967,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041968,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041969,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041971,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041972,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041973,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041979,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041980,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041981,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041982,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041983,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5097114,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5097115,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5097116,F,0,0,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,40.1,0,12.8,0,12.261985005589679
5041984,F,0,0,1,81000.0,Working,Higher education,Married,House / apartment,0,1,0,Sales staff,3.0,28.8,0,9.8,0,11.302216779257382
5041985,F,0,0,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,44.7,0,13.4,0,12.419169901386761
5041986,F,0,0,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,44.7,0,13.4,0,12.419169901386761
5041988,F,0,0,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,44.7,0,13.4,0,12.419169901386761
5041989,F,0,0,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,44.7,0,13.4,0,12.419169901386761
5041990,F,0,0,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,44.7,0,13.4,0,12.419169901386761
5041991,F,0,0,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,44.7,0,13.4,0,12.419169901386761
5041994,F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,58.5,1,-1.0,0,11.407576060361786
5041996,F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2.0,58.5,1,-1.0,0,11.407576060361786
5042008,F,0,0,0,315000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Unknown,2.0,28.6,0,0.7,0,12.660331092405906
